,track_id,track_name,artist_name,album_name,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1261,3BfJ695pBWcdisi1TsJtQW,Pulling Me Down,Revelries,Pulling Me Down,2021-11-26,162590,46,0.633,0.882,7,-5.415,0,0.0713,0.00401,0.0,0.144,0.372,123.992
1262,0QQBgAXdLm0hfk9aBJe97f,Pictures Of You,Anyma,Genesys II,2024-03-29,175312,65,0.716,0.882,4,-5.552,0,0.0548,0.0369,0.00696,0.134,0.0357,128.007
1263,3RTr2e3x2LmEMMF5SEaabO,Right Away,"MARE, Groove Aspect",Right Away,2024-03-22,140639,32,0.793,0.885,6,-4.856,0,0.0417,0.00238,0.00121,0.0457,0.267,127.994
1264,09rAJ1Q1NNJSaUKEW3X9P6,Crying On The Dancefloor,"Sam Feldt, Jonas Blue, Endless Summer, Violet Days",Crying On The Dancefloor,2023-03-17,173008,73,0.627,0.796,10,-5.192,1,0.08,0.116,0.0,0.109,0.33,125.99
1265,7iZnsZYNMPaVCduZvOQH7K,Give It All Up,"Revelries, Sam Smyers",Give It All Up,2022-07-01,158250,48,0.778,0.852,7,-5.257,0,0.0452,0.146,0.023,0.339,0.58,120.025
1266,71bBFbfn2OBK5QwUJSLS44,More Than You Know,Axwell /\ Ingrosso,More Than You Know,2017-07-28,203000,0,0.642,0.733,5,-5.001,0,0.0343,0.0274,0.0,0.266,0.519,123.075
1267,5dEb4irgzW0pvnSbF6Lha0,Natural,"Bluckther, Hedara",Natural,2024-03-15,192384,35,0.557,0.955,6,-6.983,0,0.0386,0.0266,0.0328,0.195,0.0356,126.02
1268,6Ea2oEzysv4UECGNxL1IEW,Eat Your Man (with Nelly Furtado),"Dom Dolla, Nelly Furtado",Eat Your Man (with Nelly Furtado),2023-06-02,197164,69,0.738,0.883,8,-7.989,1,0.0818,0.053,0.193,0.102,0.651,125.04
1269,1cp2VLGH0DoDFAMojgkXxP,In The Club,Dima Sick,In The Club,2024-01-26,170078,31,0.796,0.859,6,-7.373,0,0.129,0.00747,0.221,0.132,0.573,126.984
1270,16gb010QU34DNZh921I1kH,Pandu,"Rezone, Blacksnipers",Pandu,2024-06-14,147142,32,0.705,0.786,9,-5.734,0,0.0667,0.000514,0.13,0.201,0.604,125.985
1271,5bZjb7xKqLqa58QiUBcVvl,Marianela (Que Pasa),"HUGEL, Merk & Kremont, Lirico En La Casa",Marianela (Que Pasa),2022-11-25,145766,69,0.818,0.885,1,-4.184,1,0.0498,0.0353,0.00655,0.0785,0.532,124.041
1272,3k0DJq2HdWJqnqor8NX0ac,Padam Padam,Kylie Minogue,Padam Padam,2023-05-18,166266,24,0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101
1275,5Flkaw38BwPbw8Htbt6Gp2,Back To The Moments,Jason Wats,Back To The Moments,2024-06-14,164285,43,0.544,0.528,9,-8.714,1,0.0349,0.0115,0.0,0.233,0.117,83.944
1276,3s0Vx6jBzXSxQGw3rRhy4l,Magical Night,"Aaron Noise, Erik Schievenin, Santiago & Carlitos",Magical Night,2023-12-01,215433,24,0.661,0.819,0,-7.77,0,0.0382,0.0667,0.482,0.142,0.148,127.032
1277,4qDpLaFGf5ampf2DXD2TMA,Where You Are,"John Summit, HAYLA",Where You Are,2023-03-03,236000,74,0.567,0.83,9,-6.402,0,0.0349,0.00879,0.0105,0.529,0.0726,126.04
1278,4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",For Life (feat. Nile Rodgers),2024-04-19,175803,79,0.571,0.791,1,-5.935,1,0.0741,0.0494,0.0,0.0612,0.585,122.085
1279,2rvpBrbLbQrItIwnbCnQhB,No Sleep,"Lone Tusker, Foínix, Jethro",No Sleep,2024-02-09,176612,54,0.607,0.774,11,-6.269,1,0.0416,0.187,0.0,0.0742,0.481,124.032
1281,4CF4m1r2l6G0OMtGiPQmXw,Don't,"Saxena, HALAN",Don't,2024-05-17,162298,48,0.609,0.591,6,-11.605,1,0.123,0.619,0.00314,0.0924,0.177,122.068
1282,3az997U8OJ4KLunIfjpIxm,Fantasy,"Juan Dileju, Nick Duque",Fantasy,2024-03-15,172500,29,0.727,0.748,1,-7.485,0,0.0494,0.145,0.418,0.15,0.0328,128.029
1283,4tyYPFP4jQwvWaVi0pxsn6,Elon,"Pinkloud, Maksik",Elon,2023-09-15,146718,25,0.793,0.872,3,-5.471,0,0.0942,0.0806,0.00305,0.08,0.775,127.998
1284,3JquhjcmUnvfik03uMQRES,Stolen Dub,TWENTY SIX,Stolen Dub,2024-02-23,136615,48,0.848,0.736,7,-5.886,1,0.219,0.00684,0.473,0.223,0.622,130.028
1285,7lhvrT4uGxU9zHepQF2s5j,DAMN,Andryx,DAMN,2024-04-12,145110,35,0.796,0.892,1,-7.873,1,0.0677,0.00397,0.473,0.0842,0.806,127.994
1286,1ZrgHop421lSgbt9Xk82UY,Brooklyn Funk,"Riverside Wayne, Nino (BG)",Brooklyn Funk,2023-11-03,153486,26,0.847,0.919,7,-4.611,1,0.103,0.0193,0.304,0.0973,0.0977,129.029
1287,4E2IsPqnOZOKnZHi26NExB,When We Ride,"Medii, BRAVVN",When We Ride,2023-10-27,187044,37,0.414,0.753,7,-4.241,0,0.0427,0.0542,9.45e-06,0.113,0.0954,87.841
1289,2fP9aII1LkmZZmzdAiuNVz,Won't Forget You,"Jax Jones, D.O.D, Ina Wroldsen",Won't Forget You,2023-09-29,153817,57,0.663,0.956,0,-3.373,0,0.0495,0.0556,0.00129,0.0795,0.433,136.039
1290,5ZpaBc0pd5ec6q5ae4pwJT,Down On You - Remix,"Revelries, STVNS",Down On You (Remix),2024-02-23,189000,39,0.666,0.695,1,-8.036,0,0.0456,0.272,1.28e-05,0.264,0.751,119.984
1293,79DFRI318iJU1hvZnPzA4K,Superstar,"Stefy De Cicco, Shibui, Andrea Zelletta",Superstar,2023-01-13,172142,54,0.737,0.927,7,-4.0,1,0.0441,0.0195,0.000278,0.197,0.8,126.015
1294,1ELp8T7arWLvK5q34Akt0r,Talk Tonight,Jersey,The World I'm Searching For,2023-11-17,272946,48,0.766,0.965,8,-5.916,1,0.0795,0.0178,0.844,0.0652,0.676,148.031
1295,1nRFKlqnPE3AKJZrf9Xlfo,Middle Of The Night,Lone Tusker,Middle Of The Night,2022-08-19,164262,47,0.495,0.682,4,-6.925,0,0.233,0.452,0.0,0.279,0.227,122.15
1296,4EmH2iRucAgCOnhuJRotUi,Drifting,Tiësto,Drifting,2023-06-22,147692,77,0.625,0.951,9,-4.866,0,0.0393,0.0718,0.585,0.164,0.376,130.001
1297,3YFUe5mDdKVO1Vkj95t6oU,My Love,"Dea Magna, Jordan Grace",My Love,2024-03-22,166451,28,0.636,0.958,5,-5.102,1,0.0635,0.0312,0.000805,0.46,0.431,124.013
1298,3Oww84xrmgjyr5J1ilOmAf,Down Under (feat. Colin Hay),"Luude, Colin Hay",Down Under (feat. Colin Hay),2021-11-19,158774,57,0.308,0.86,11,-4.111,0,0.168,0.0116,0.000828,0.277,0.0387,171.835
1299,61fvdEDiVyH4I8cZROIOUx,...What About Now?,"Lone Tusker, Alberto Ciccarini, Poul, Josh Reflex",...What About Now?,2023-12-08,176640,48,0.671,0.688,3,-8.514,1,0.0368,0.171,0.00162,0.133,0.418,125.059
1300,3JOBEiFdH5nT5LcKP3i1Bi,Warning Light,"ETHRA, Luca Belotti, FJD",Warning Light,2023-09-22,147768,30,0.719,0.822,7,-6.529,0,0.0516,0.014,0.0434,0.0884,0.119,121.054
1301,4Et6tUEO7biKxZEfJXpNj1,Another Love - Tiësto Remix,"Tom Odell, Tiësto",Another Love (Tiësto Remix),2022-05-13,185365,71,0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046
1302,314cEIolCDXJ6PKOq5yPyl,End Up Like That,"Revelries, Sam Smyers",End Up Like That,2020-04-02,167177,46,0.775,0.761,7,-7.307,0,0.0334,0.147,0.0,0.147,0.669,123.981
1303,6GomT970rCOkKAyyrwJeZi,Move Your Body,"Öwnboss, Sevek",Move Your Body,2021-10-29,157444,75,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051
1304,3PDhexWExkXg24fjp3M9kQ,Joker,"Emircan Hattat, No Worries",Joker,2024-04-19,185173,33,0.743,0.906,1,-7.192,1,0.0559,0.00166,0.428,0.0802,0.496,127.99
1305,5CnyW815IMIynMCZXS722T,IMMA BLOW,"Fals, Bauti Tesei",IMMA BLOW,2023-10-06,182769,23,0.698,0.937,6,-6.81,1,0.0778,0.043,0.648,0.31,0.396,129.997
1306,0FEXT2ZA78cWVPHFLrZwdD,Gasoline,"Gorgon City, Santino Le Saint",Salvation,2023-07-21,261840,35,0.68,0.845,8,-7.247,1,0.0436,0.0142,0.147,0.334,0.0385,127.975
1307,0McOrVxmad9tAYyxDOXOvm,Hey Now,Lone Tusker,Hey Now,2020-10-30,189677,50,0.665,0.649,5,-8.167,1,0.0391,0.465,0.17,0.252,0.388,124.011
1308,3h7HaoeWW8Ci9ePIF4Tre1,Don't Forget My Love,"Sam Smyers, Lihpram",Don't Forget My Love,2022-07-29,171023,39,0.544,0.938,0,-5.429,1,0.0333,0.00839,0.0743,0.374,0.261,126.948
1309,1eGlStOBtFJ6Oc4hhN5tUR,Shivers - Ofenbach Remix,"Ed Sheeran, Ofenbach",Shivers (Ofenbach Remix),2021-10-08,187247,61,0.861,0.832,2,-3.35,1,0.0457,0.0119,0.0,0.0461,0.917,126.989
1311,30SgMKnyTOpc5yG3Dk4FDg,LUNA,Mike Epsse,LUNA,2024-03-08,175682,33,0.72,0.994,10,-3.702,0,0.071,0.0335,0.68,0.439,0.439,124.985
1312,7u2xGlgHUR0LDhZwxzwD4G,The Hanging Tree (Reynor Remix),"Jack Villa, Reynor",The Hanging Tree (Reynor Remix),2023-03-24,154241,46,0.782,0.799,9,-8.945,1,0.0502,0.0102,0.713,0.349,0.534,127.985
1313,0tGdCIdXF9nG8DAkINqGAU,Peaches,Lone Tusker,Peaches,2021-05-21,169212,40,0.708,0.736,10,-5.597,1,0.0767,0.0156,0.0,0.621,0.491,99.922
1314,0xfMlIW8lS40qvpsUw1l0X,Never Going Home,Kungs,Never Going Home,2021-05-21,169944,66,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042
1315,2wLIUEezoxZDKBtK3Qzmbk,You're Somebody Else,Lone Tusker,You're Somebody Else,2022-08-05,158000,56,0.622,0.741,1,-7.2,1,0.0295,0.277,0.0293,0.342,0.219,119.981
1316,3cJ307Px3A4wX4dmaxpWjN,You,RICHIE ROZEX,You,2023-10-20,202736,28,0.63,0.962,8,-4.179,0,0.0375,0.327,0.119,0.0988,0.312,135.017
1317,3Q4DJp31Dat8RoPN3KwpJy,The Big Easy,Claptone,The Big Easy,2023-08-11,185519,50,0.776,0.913,5,-4.759,0,0.0349,0.00223,0.767,0.348,0.512,124.998
1318,0ZSfGDrsMv4E84mkmHUrHl,U Got Me,"Sunday Noise, Al Sharif",U Got Me,2024-02-23,166889,52,0.8,0.699,3,-7.781,0,0.0437,0.133,0.803,0.103,0.739,128.012
1319,6JjQnZuoZT1SVlAgskfOmC,Synergy (Rays Of Gold),Recap,Synergy (Rays Of Gold),2024-01-12,155570,26,0.698,0.756,1,-7.719,1,0.0708,0.00897,0.353,0.104,0.134,125.011
1320,1SzYbJfGUIVVLl3R4lLb3k,Mirame,RICHIE ROZEX,Mirame,2023-09-08,154960,37,0.86,0.806,1,-7.866,0,0.0753,0.0559,0.618,0.144,0.163,127.076
1321,1u62KE2LfKwlo0TiuIGDmf,RitmiKa,"Jadoo, Sael Quinn",RitmiKa,2024-04-05,171437,37,0.818,0.817,2,-7.088,1,0.134,0.00599,0.134,0.371,0.236,125.983
1322,7oMEgEbDe9bEgYIgxh829R,Lose Your Cool,KOCHAM,Lose Your Cool,2024-03-08,151177,49,0.713,0.836,4,-7.287,0,0.0894,0.13,0.559,0.0737,0.48,126.998
1323,6v2nSzwwpoShFhE8r4siG6,Azul,Fabi Hernandez,Azul,2024-04-12,155004,45,0.696,0.978,2,-6.256,1,0.079,0.021,0.744,0.321,0.27,126.996
1324,7EroGeDg1uteOaQ45Ftfiz,I Remember - John Summit Remix,"deadmau5, Kaskade, John Summit",I Remember (John Summit Remix),2023-07-07,240000,56,0.531,0.855,7,-6.722,1,0.0335,0.00616,0.482,0.191,0.117,126.018
1325,7jURkEKDVEm9sHueqUX0ko,Gimme That Bounce,Mau P,Gimme That Bounce,2023-01-27,217410,63,0.801,0.96,8,-5.534,1,0.264,0.0284,0.877,0.0985,0.101,126.045
1328,6z5SI9okS6iSiVOdyl1drU,Esta Noche,RICHIE ROZEX,Esta Noche,2024-02-09,172539,42,0.833,0.691,9,-4.25,0,0.041,0.00561,0.197,0.11,0.502,127.981
1329,1U4ZBPwWwLT6iwqoed2X2W,No Time To Die,"Saxena, Ben Woodward",No Time To Die,2021-09-17,158869,42,0.678,0.83,2,-5.346,0,0.0432,0.393,0.0395,0.185,0.205,105.003
1330,6dVgCHMZrWG0tQ4HPeu4aw,Baby again..,"Fred again.., Skrillex, Four Tet",USB,2022-01-17,319963,9,0.847,0.724,2,-7.668,1,0.047,0.00355,0.00339,0.0731,0.326,126.983
1331,1TVPFoY5yQFH5qCrqfY546,Tiki Tiki,Markolps,Tiki Tiki,2023-09-22,141411,28,0.744,0.9,2,-4.886,1,0.0534,0.113,0.0984,0.332,0.948,124.015
1332,5EFREflUZf2alqDLjfckni,WHAT THE HECK,"Marco & Tarma, Santiago & Carlitos",WHAT THE HECK,2023-10-20,158458,26,0.801,0.937,1,-7.873,0,0.0762,0.0174,0.851,0.148,0.357,127.978
1333,7gACTlCG3PPEKYwrxE3lYH,Waiting,Jesse Jonez,Waiting,2023-05-05,186616,19,0.626,0.935,6,-5.368,0,0.0426,0.0324,0.361,0.322,0.401,127.029
1334,2UNJmGiVsFlNSlQPwBhCDl,Back To You,Robin Tayger,Back To You,2023-12-08,161129,42,0.593,0.958,7,-7.023,1,0.0399,0.0136,0.00426,0.245,0.231,123.97
1335,6v4ABPB255HDSWyIj3S9Wn,Lovers In A Past Life (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",Lovers In A Past Life (with Rag'n'Bone Man),2024-02-16,160650,73,0.752,0.793,9,-3.871,0,0.0423,0.0713,1.71e-05,0.135,0.725,129.992
1336,5uKNLLfThDTl1VIQ7Pvegg,Let Me Love You,Lone Tusker,Let Me Love You,2021-08-13,154586,49,0.673,0.818,5,-4.173,0,0.148,0.32,0.0,0.083,0.539,118.033
1337,6gdDu39yYqPcaTgCwYEW8i,Turn On The Lights again.. (feat. Future),"Fred again.., Swedish House Mafia, Future",Turn On The Lights again.. (feat. Future),2022-07-29,267946,64,0.683,0.887,6,-4.944,0,0.0497,0.0125,0.446,0.318,0.551,132.007
1338,07VcTAooOBP8hIluuUS5xr,Heavy Metal Love,twocolors,Heavy Metal Love,2022-07-08,132000,66,0.768,0.767,5,-8.06,0,0.0358,0.194,0.0,0.121,0.457,125.029
1339,4kxWwdZvVrv8fx8zDNlEAU,Stick Or Twist,"Xenea, Nico Roschnai",Stick Or Twist,2024-01-12,144846,34,0.746,0.764,0,-7.576,0,0.0389,0.0258,0.000102,0.068,0.32,122.049
1340,2dWNKXTs5z7Iu1g0kYh4Xe,My Heart Goes (La Di Da) (feat. Topic),"Becky Hill, Topic",Only Honest On The Weekend,2021-08-27,148960,67,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04
1341,22MfEGdH3Noyx9GfyZWpFz,Tina,"Vintage Culture, Bhaskar, Meca, The Vic",Tina,2023-03-10,262500,53,0.746,0.91,5,-8.807,0,0.0584,0.00272,0.262,0.364,0.286,128.007
1342,2aJDlirz6v2a4HREki98cP,Glue,BICEP,Bicep,2017-09-01,269149,71,0.853,0.798,4,-7.995,0,0.068,0.0158,0.948,0.0967,0.42,129.983
1343,5Y2n6pW4Vqr4Mzkd9V4Uk8,Ray Of Solar,Swedish House Mafia,Ray Of Solar,2023-08-04,241793,67,0.526,0.822,6,-5.137,0,0.0493,0.0324,6.18e-06,0.143,0.0382,134.991
1344,7JhIypcDSA4QxLEGadheFL,Deserve It All,"Guest Who, Control Room",Deserve It All,2023-06-16,172379,23,0.749,0.939,7,-5.631,0,0.0384,0.0494,0.851,0.343,0.739,126.007
1345,0rK3a7tLRVgJBoc2DP3tIX,Dress Code,Mau P,Dress Code,2023-10-06,203437,61,0.716,0.94,1,-5.443,1,0.0539,0.00799,0.728,0.0807,0.737,128.015
1346,07KWHJyW8ntIRHgcnp9jDv,Physical,Max Mackie,Physical,2023-11-10,128709,24,0.785,0.978,9,-4.565,1,0.0928,0.0946,0.00419,0.113,0.95,124.024
1347,0jSd0GwDu3CVHX8H4o0Fj0,Over You,"P for Parker, FAME Sounds",Over You,2024-02-02,154560,27,0.8,0.95,5,-4.652,0,0.0507,0.0142,0.685,0.0781,0.579,125.0
1349,2gKewcQZEV1fqoWH81RUDk,Jamming - FISHER Rework,"Bob Marley & The Wailers, FISHER",Jamming (FISHER Rework),2024-02-08,201928,69,0.851,0.892,11,-6.869,0,0.091,0.000118,0.104,0.0594,0.604,126.011
1350,0FrP64eh0yTC3uDVsq0wG4,Tuyo,"Jack Villa, George Z",Tuyo,2021-06-25,190987,41,0.815,0.464,1,-9.734,1,0.0629,0.0057,0.271,0.117,0.265,125.982
1351,2c3KCGq6UojB2c8UAFrRON,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,"Gorillaz, Tame Impala, Dom Dolla, Bootie Brown",New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],2022-11-18,274141,59,0.716,0.897,4,-7.185,0,0.0629,0.012,0.262,0.325,0.358,127.03
1352,4wteGC0HtLeZWjDcczc4Pw,RATATA,"Skrillex, Missy Elliott, Mr. Oizo",Quest For Fire,2023-02-17,126774,65,0.9,0.827,9,-5.159,1,0.0611,0.00872,0.0,0.304,0.509,123.96
1354,23BgB4fVS0oMVLaSrFsClp,Brincar,Alejandro Diego,Brincar,2023-12-01,160952,28,0.689,0.943,7,-5.824,1,0.0967,0.0032,0.541,0.26,0.541,126.012
1355,0w7JPlp7eEQI2EKW3ayXrv,Drugs From Amsterdam,Mau P,Drugs From Amsterdam,2022-09-16,235785,72,0.686,0.928,8,-10.38,1,0.0527,0.0316,0.727,0.0576,0.631,124.986
1356,6LaVrI3BCuGfR4umprzYfr,Someone Else's,"No Worries, Makhea",Someone Else's,2023-12-08,173142,25,0.541,0.91,11,-6.83,0,0.0415,0.00899,0.00931,0.177,0.337,126.025
1357,54hA0ldJYyT1huGfSeOjdQ,On My Mind,"Diplo, SIDEPIECE",Do You Dance?,2021-03-12,189268,63,0.771,0.729,7,-6.577,1,0.0408,0.00161,0.672,0.217,0.63,123.027
1358,6s4aphgjdaYIIfKB6kJ4FX,Missing,Jack Villa,Missing,2020-08-28,184285,31,0.746,0.833,0,-6.811,1,0.0494,0.00255,0.41,0.0663,0.604,126.021
1359,7jrMFjEq0t09f7m3HnnWXl,Tell Me Why - MEDUZA Remix,"Supermode, MEDUZA",Tell Me Why (MEDUZA Remix),2022-09-02,171428,74,0.561,0.928,6,-5.812,0,0.0371,0.087,0.894,0.332,0.182,125.988
1360,6FxRH7N7Q86i6aixaSYYzx,All the Things She Said,"Robin Schulz, Timmy Trumpet, KOPPY",All the Things She Said,2024-04-05,165299,67,0.517,0.827,1,-5.843,1,0.12,0.00583,0.00108,0.423,0.295,150.078
1361,57BlL9l7O9JmUcD4cFnCH8,Let You Down (with Gabry Ponte),"DVBBS, Gabry Ponte, Sofiloud",Let You Down (with Gabry Ponte),2024-03-15,149000,56,0.545,0.789,7,-4.533,0,0.0443,0.0133,0.076,0.0953,0.387,150.007
1362,3yyWrz4CsVzkWPuxtZflov,"Take Me Home, Country Roads",KSHMR,"Take Me Home, Country Roads",2024-06-21,177600,52,0.492,0.944,10,-3.999,1,0.278,0.00956,0.00195,0.0711,0.107,149.975
1363,6m4wKDh7iIqfgKRbrIPbz9,All Around The World (La La La La La),Bassjackers,All Around The World (La La La La La),2024-01-12,137142,58,0.624,0.908,7,-3.062,1,0.033,0.00159,0.00218,0.14,0.427,139.996
1364,3YOkRTqknv92aUyOXcTxVg,Can't Forget You,"LUM!X, Lucas & Steve",Can't Forget You,2024-06-21,156250,56,0.549,0.754,6,-5.265,0,0.0604,0.012,0.0,0.163,0.341,151.934
1365,1P7hMSbpJOQy58eC78qx7s,"Better Off (Alone, Pt. III)","Alan Walker, Dash Berlin, Vikkstar","Better Off (Alone, Pt. III)",2023-09-28,151702,61,0.51,0.691,9,-5.199,0,0.0449,0.0321,0.0,0.151,0.372,129.852
1366,2PnJd0B9YdOPvo96av2xJK,This Is What It Feels Like - Armin van Buuren 2023 Remix,"Armin van Buuren, Trevor Guthrie",This Is What It Feels Like (Armin van Buuren 2023 Remix),2023-12-01,219172,53,0.541,0.929,8,-4.831,1,0.0468,0.00468,0.0364,0.193,0.11,129.902
1367,1blTO8R2KZCocDdquldlIh,Sun Comes Up,"Timmy Trumpet, Sam Feldt, Ekko, Joe Taylor",Sun Comes Up,2024-05-24,141093,60,0.659,0.901,5,-4.906,0,0.0326,0.00967,0.0978,0.0965,0.639,128.054
1369,562LyEdOjqFnraa3HACtjY,Verve,Matisse & Sadko,Verve,2024-06-07,215121,47,0.472,0.829,2,-6.787,0,0.0372,0.00126,0.0186,0.453,0.268,126.989
1370,31ZO9XuKt48Qb2eUTBynd2,Carry You,"Martin Garrix, Third Party, Oaks, Declan J Donovan",Carry You,2024-02-16,215905,62,0.505,0.737,0,-5.608,0,0.0405,0.0825,0.0,0.0807,0.352,126.992
1371,1gslLpyXjUJ42G8us7B2xm,Front To Back,"Deorro, Polar Bears",Front To Back,2023-12-15,147323,49,0.779,0.973,2,-3.053,1,0.0685,0.0441,0.756,0.109,0.192,128.002
1372,6NhDKaW4gbPCrSUnUSw6nd,Not Even Love - Armin van Buuren Remix,"Seven Lions, ILLENIUM, Armin van Buuren",Not Even Love (Armin van Buuren Remix),2024-06-07,197746,59,0.565,0.976,6,-3.781,0,0.0595,0.00138,0.0178,0.205,0.0385,141.963
1373,7A1eqPiX6pS3g1nJ8M49UT,Magic Moment (feat. Chris de Sarandy),"Glockenbach, Chris de Sarandy",Magic Moment (feat. Chris de Sarandy),2024-02-16,145131,62,0.621,0.898,9,-3.829,0,0.0505,0.0228,0.0,0.266,0.486,123.996
1375,1pIcnxmQRhuQmOZRVYD3JZ,Stumblin' In (feat. Timmy Trumpet) [Steve Aoki x Dimatik Remix],"CYRIL, Timmy Trumpet, Steve Aoki, Dimatik",Stumblin' In (feat. Timmy Trumpet) [Steve Aoki x Dimatik Remix],2024-06-14,136124,59,0.58,0.995,2,-5.396,1,0.0834,0.00172,0.0698,0.158,0.29,159.962
1376,6eoY6XnhGFr3HInyECJdbx,Sunglasses At Night,"Gabry Ponte, Don Diablo",Sunglasses At Night,2023-07-14,170000,58,0.617,0.883,1,-6.312,1,0.037,0.00108,0.0177,0.337,0.102,140.012
1377,33Ik4MjhfHmHsWg26HcsC1,MASK OFF,"Bassjackers, Oliver Heldens",MASK OFF,2024-06-28,129616,44,0.724,0.895,0,-5.119,1,0.0611,0.0458,0.0647,0.115,0.77,150.005
1378,2cGoqq76QeKeL8H5MSXIlS,Gravity (feat. Tyler Shaw),"Frank Walker, Tyler Shaw",ORIGIN,2024-05-24,183075,48,0.535,0.798,10,-5.036,1,0.0447,0.0203,0.0,0.185,0.16,137.999
1379,41AVceKYPXTFQNm8Sm9GP2,Know Me Better,"Vikkstar, Masked Wolf, Jme",Know Me Better,2024-04-25,176148,50,0.644,0.819,2,-5.652,1,0.0694,0.0146,3.46e-05,0.143,0.62,123.984
1380,3Qwq1lbufsx31JT77vEViw,Boyz In Paris (with VINAI) - W&W HardRave Mix,"Marnik, Naeleck, VINAI, W&W",Boyz In Paris (with VINAI) [W&W HardRave Mix],2024-01-05,146400,50,0.696,0.894,1,-3.527,1,0.279,0.121,0.0008,0.378,0.337,150.113
1381,71XHLubd7jxAdg2c74rM1k,I Am Not Alone,Sick Individuals,I Am Not Alone,2024-06-28,197384,35,0.54,0.902,8,-4.481,1,0.0391,0.0108,0.77,0.0923,0.186,127.951
1383,5tkVC8EcUXEZNwmD45e7tq,Tell It To My Heart,"Cash Cash, Taylor Dayne",Tell It To My Heart,2023-09-15,175327,53,0.641,0.919,5,-2.022,0,0.0397,0.0112,0.0,0.112,0.348,122.098
1384,2D1P2Y9RUxZW2Ch9A1rwHA,One By One (feat. Oaks),"Robin Schulz, Topic, Oaks",One By One (feat. Oaks),2024-01-19,161276,63,0.523,0.892,11,-5.11,0,0.151,0.0413,0.000724,0.305,0.535,130.01
1385,4OvFFy9nniyG6CsI86yNGL,Rest Of My Life,"Jonas Blue, Sam Feldt, Endless Summer, Sadie Rose Van",Rest Of My Life,2024-01-19,205810,59,0.617,0.941,5,-4.845,0,0.0753,0.065,0.0113,0.108,0.447,132.983
1386,3dLAuJrWEQQaXyh12BeQG5,Tears On The Dancefloor (feat. Hannah Boleyn),"KSHMR, Hannah Boleyn",Tears On The Dancefloor (feat. Hannah Boleyn),2023-11-17,211347,53,0.67,0.974,5,-3.49,0,0.121,0.0432,0.00344,0.145,0.0729,127.992
1387,4QmpT4quTUvjUH128wow4w,Clouds (Tiësto Remix),"BUNT., Tiësto",Levi Don't Do It,2024-01-19,153235,49,0.63,0.989,9,-3.595,0,0.0896,0.0519,0.0982,0.29,0.0713,130.052
1388,2rtkijCiF44Uy4EqBhOsQP,Feeling Good,"Hypaton, David Guetta",Feeling Good,2024-04-12,203307,72,0.598,0.985,10,-5.532,0,0.0997,0.0379,0.0841,0.139,0.0357,126.019
1389,7MYLHLCf0YWR4TVs3owDny,Fire - Official UEFA EURO 2024 Song,"MEDUZA, OneRepublic, Leony",Fire (Official UEFA EURO 2024 Song),2024-05-10,168928,76,0.538,0.82,0,-7.234,1,0.0513,0.231,0.0,0.218,0.27,129.919
1390,67IluCSppOPrLyfWonaGGv,Voices In My Head (ft. Teddy Bee),"Steve Aoki, Bassjackers, Teddy Bee",Voices In My Head / Flashing Lights,2024-05-31,175774,56,0.492,0.959,11,-5.5,0,0.0452,0.151,0.223,0.231,0.164,141.976
1391,0sv7ddaMVg4hXaAHuMGLlJ,One Sign,"Manse, KDH",One Sign,2024-05-10,187500,38,0.567,0.819,1,-5.612,1,0.0399,0.0451,0.0,0.571,0.264,128.096
1392,37lbQkTnqNQ2H3mGvhh7AE,Heavenly Hell (ft. Ne-Yo),"Steve Aoki, Ne-Yo",Paragon,2024-06-28,200970,52,0.64,0.872,1,-5.67,1,0.0529,0.0403,0.000237,0.18,0.533,160.002
1393,0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,"Alok, Bebe Rexha",Deep In Your Love,2024-01-12,144648,72,0.588,0.88,7,-5.15,1,0.0354,0.0243,6.89e-05,0.0667,0.523,130.085
1394,0BU2hNH4lvkignYKP6kJW8,Moments,"ARMNHMR, Z3LLA",Moments,2024-06-06,188571,45,0.576,0.966,1,-3.309,1,0.0351,0.0375,0.269,0.229,0.554,140.034
1395,3qCCQas6tIP15Yjgu3gl9S,All My Life,"Tiësto, FAST BOY",All My Life,2024-01-05,146974,70,0.613,0.963,7,-4.302,1,0.0585,0.00686,0.0176,0.235,0.0795,137.961
